Main Serial No.,Sr. No.,College Name,College Code,Merit No,Merit Marks,Gender,Candidate Type,Category,Home University,PH Type,Defence Type,HSC Eligibility,Seat Type,Fees Paid,CAP Round,Admitted/Uploaded Late,BRANCH,NATIONALITY
,1858,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6402,93.51,M,TYPE A,OPEN,BAMU,NA,NA,82.17,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1859,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6609,93.32,M,TYPE A,OPEN,PUNE,NA,NA,73.33,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1860,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6646,93.29,M,TYPE A,OPEN,PUNE,NA,NA,90.83,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1861,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6960,92.96,M,TYPE A,OPEN,NAGPUR,NA,NA,76,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1862,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6961,92.95,M,TYPE A,OBC,PUNE,NA,NA,77.33,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1863,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7030,92.89,M,TYPE A,OPEN,PUNE,NA,NA,89.67,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1864,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7209,92.73,M,TYPE A,OBC,BAMU,NA,NA,84,GOPEN,41546,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1865,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7312,92.63,M,TYPE B ,OPEN,NAGPUR,NA,NA,81.33,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1866,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7490,92.46,M,TYPE A,OPEN,PUNE,NA,NA,85.17,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1867,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7787,92.16,M,TYPE A,OPEN,MUMBAI,NA,NA,92.67,GOPEN,84500,COUNSELING  ROUND,NO,MECHANICAL ENGINEERING,INDIAN
,1868,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,1,91.19,M,TYPE A,OPEN,PUNE,NA,NA,82.5,ACAP,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1869,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2,88.33,M,TYPE A,OPEN,MUMBAI,NA,NA,81,ACAP,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1870,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3,87.57,M,TYPE A,OPEN,SHIVAJI,NA,NA,72.17,ACAP,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1871,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4,85.01,M,TYPE A,OPEN,PUNE,NA,NA,87.17,ACAP,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1872,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,25,52.71,M,OMS,OPEN,OHU,NA,NA,57,ACAP,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1873,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,14,87.47,M,OMS,OPEN,OHU,NA,NA,96.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1874,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,16,86.84,M,OMS,OPEN,OHU,NA,NA,62.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1875,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,21,84.96,M,TYPE A,OPEN,PUNE,NA,NA,84.17,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1876,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,28,81.2,M,TYPE A,OPEN,PUNE,NA,NA,81.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1877,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,36,76.95,M,TYPE A,OPEN,PUNE,NA,NA,73.5,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1878,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,49,71.35,M,TYPE A,OPEN,PUNE,NA,NA,75.5,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1879,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,51,70.43,M,TYPE A,OPEN,PUNE,NA,NA,56.5,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1880,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,56,70.28,M,TYPE A,OPEN,PUNE,NA,NA,65,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1881,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,70,67.67,M,OMS,OPEN,OHU,NA,NA,80,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1882,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,73,67.1,M,OMS,OPEN,OHU,NA,NA,50.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1883,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,76,66.74,M,TYPE A,OPEN,PUNE,NA,NA,67.83,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1884,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,107,57.87,M,TYPE A,OPEN,PUNE,NA,NA,59.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1885,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,123,55.089,M,TYPE A,OPEN,SRTMU,NA,NA,52.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1886,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,131,53.02,M,TYPE A,OPEN,PUNE,NA,NA,55,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1887,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,145,50.38,M,TYPE A,OPEN,PUNE,NA,NA,51.17,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1888,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,147,49.68,M,TYPE A,OPEN,PUNE,NA,NA,63.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1889,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,166,43.25,M,OMS,OPEN,OHU,NA,NA,81,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1890,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,174,41.12,M,OMS,OPEN,OHU,NA,NA,68.67,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1891,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,193,30.97,M,TYPE B ,OPEN,AMRAVATI,NA,NA,54.33,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1892,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,194,30.097,F,OMS,OPEN,OHU,NA,NA,55,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1893,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,201,20.72,M,TYPE B ,OPEN,MUMBAI,NA,NA,50.83,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1894,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,206,14.497,M,TYPE A,OPEN,PUNE,NA,NA,49,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1895,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,208,13.086,F,OMS,OPEN,OHU,NA,NA,50,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1896,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,25,83.17,M,OMS,OPEN,OHU,NA,NA,85,IL,94500,INSTITUTE LEVEL,NO,MECHANICAL ENGINEERING,INDIAN
,1897,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,33,64215,M,J & K,NA,OHU,NA,NA,89.67,JK,24000,J & K COUNSELING,NO,MECHANICAL ENGINEERING,INDIAN
,1898,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2577,97.0424,F,TYPE A,OPEN,PUNE,NA,NA,88.67,GOPENO,8591,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1899,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2920,96.715,M,TYPE A,OPEN,SHIVAJI,NA,NA,84.67,GOPENO,8591,ROUND1,NO,MECHANICAL ENGINEERING,INDIAN
,1900,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3180,96.76,M,TYPE A,OPEN,PUNE,NA,NA,94,GOPENO,0,ROUND 1,NO,MECHANICAL ENGINEERING,INDIAN
,1901,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,2865,96.76,M,TYPE A,OPEN,MUMBAI,NA,NA,85.67,GOPENO,8591,ROUND 2,NO,MECHANICAL ENGINEERING,INDIAN
,1902,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3145,96.521,M,TYPE A,OPEN,SRTMU,NA,NA,82,GOPENO,8591,ROUND 2,NO,MECHANICAL ENGINEERING,INDIAN
,1903,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3149,96.517,M,TYPE A,OPEN,PUNE,NA,NA,83.67,GOPENO,8591,ROUND 2,NO,MECHANICAL ENGINEERING,INDIAN
,1904,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3573,43167,F,TYPE A,OPEN,PUNE,NA,NA,91.67,AI,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1905,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,3850,46259,M,OMS,NA,OHU,NA,NA,86.33,AI,75000,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1906,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4252,51385,F,TYPE A,OPEN,PUNE,NA,NA,94.33,AI,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1907,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,61867,48.91,M,TYPE A,NT-B,PUNE,NA,NA,46,GNT1H,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1908,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,34846,66.7,M,TYPE A,NT-C,PUNE,NA,NA,68.33,GNT2H,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1909,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,17676,82.177,M,TYPE A,NT-C,SRTMU,NA,NA,72.17,GNT2O,20000,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1910,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,16796,83.0797,MF,TYPE A,NT-D,PUNE,NA,NA,81.33,GNT3H ,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1911,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,14617,85.3323,M,TYPE A,OBC,PUNE,NA,NA,81.5,GOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1912,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,15623,84.31,M,TYPE A,OBC,PUNE,NA,NA,82.17,GOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1913,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,15916,83.98,M,TYPE A,OBC,PUNE,NA,NA,82,GOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1914,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,19291,80.54,M,TYPE A,OBC,PUNE,NA,NA,64.33,GOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1915,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,19668,80.11,M,TYPE A,OBC,PUNE,NA,NA,73.33,GOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1916,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7488,92.46,M,TYPE B ,SBC,SRTMU,NA,NA,95.78,GOBCO,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1917,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6231,93.69,M,TYPE A,OPEN,PUNE,NA,NA,75,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1918,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6668,93.25,M,TYPE A,OPEN,PUNE,NA,NA,77,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1919,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7062,92.86,M,TYPE A,OPEN,PUNE,NA,NA,73.33,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1920,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7653,92.304,M,TYPE A,OPEN,PUNE,NA,NA,80.17,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1921,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9429,90.56,M,TYPE B ,OPEN,PUNE,NA,NA,88.33,GOPENH,95215,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1922,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9570,90.43,M,TYPE A,OPEN,PUNE,NA,NA,84.67,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1923,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9622,90.38,M,TYPE A,OPEN,PUNE,NA,NA,93,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1924,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9644,90.3595,M,TYPE A,SBC,PUNE,NA,NA,84.83,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1925,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9652,90.35,M,TYPE A,OPEN,PUNE,NA,NA,88,GOPENH,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1926,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,4641,95.145,M,TYPE A,OPEN,AMRAVATI,NA,NA,81.67,GOPENO,0,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1927,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6358,93.57,M,TYPE A,OPEN,AMRAVATI,NA,NA,86,GOPENO,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1928,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6543,93.38,M,TYPE A,OPEN,SRTMU,NA,NA,83.33,GOPENO,94500,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1929,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6724,93.22,M,TYPE A,OBC,SRTMU,NA,NA,74,GOPENO,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1930,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,36657,65.35,M,TYPE A,SC,PUNE,NA,NA,71.33,GSCH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1931,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,38176,64.27,M,TYPE A,SC,PUNE,NA,NA,45.67,GSCH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1932,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,39992,63.01,M,TYPE A,SC,PUNE,NA,NA,74.67,GSCH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1933,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,46387,58.56,F,TYPE A,SC,PUNE,NA,NA,67.83,GSCH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1934,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,47440,57.86,M,TYPE A,SC,PUNE,NA,NA,72.67,GSCH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1935,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,15931,83.96,M,TYPE A,SC,NAGPUR,NA,NA,71.33,GSCO,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1936,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,89581,28.38,M,TYPE A,ST,PUNE,NA,NA,47.33,GSTH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1937,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,74840,40.53,M,TYPE A,ST,BAMU,NA,NA,45.67,GSTO,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1938,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,65148,46.86,M,TYPE A,DT/VJ,PUNE,NA,NA,48.67,GVJH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1939,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,14924,85.05,F,TYPE A,OBC,PUNE,NA,NA,75.83,LOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1940,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,14990,84.96,F,TYPE A,OBC,PUNE,NA,NA,86,LOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1941,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,21123,78.66,F,TYPE A,OBC,PUNE,NA,NA,82.33,LOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1942,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,11887,88.08,F,TYPE A,OBC,MUMBAI,NA,NA,76,LOBCH,51546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1943,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,8062,91.89,F,TYPE A,OPEN,PUNE,NA,NA,81.33,LOPENH,94546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1944,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9465,90.54,F,TYPE A,OPEN,PUNE,NA,NA,77.17,LOPENH,94546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1945,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9598,90.4,F,TYPE A,OBC,PUNE,NA,NA,89,LOPENH,94546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1946,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,5525,94.34,F,TYPE A,OPEN,AMRAVATI,NA,NA,85.83,LOPENO,94546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1947,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7197,92.75,F,TYPE B ,OPEN,NORTH MAHARASHTRA,NA,NA,88.11,LOPENO,94546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1948,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,8914,91.04,F,TYPE A,OPEN,MUMBAI,NA,NA,76.33,LOPENO,94546,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1949,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,18251,81.61,F,TYPE A,SC,PUNE,NA,NA,75.67,LSCH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1950,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,35373,56.31,F,TYPE A,SC,PUNE,NA,NA,63.33,LSCH,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1951,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,25019,75.03,F,TYPE A,SC,NAGPUR,NA,NA,75,LSCO,8591,ROUND 1,NO,ELECTRONICS AND TELTCOMMNICATION ENGG,INDIAN
,1952,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,43464,60.53,F,TYPE A,DT/VJ,PUNE,NA,NA,70.67,LVJH,8591,ROUND-1,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1953,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,82264,35.12,F,TYPE A,DT/VJ,NORTH MAHARASHTRA,NA,NA,60.67,LVJO,8591,ROUND-1,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1954,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,5230,63,M,OMS,NA,OHU,NA,NA,82.67,AI,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1955,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,5896,70.65,M,OMS,NA,OHU,NA,NA,82.33,AI,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1956,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,17718,82.11,M,TYPE A,OBC,PUNE,NA,NA,65.33,GOBCH,51546,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1957,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,18166,81.69,M,TYPE A,OBC,PUNE,NA,NA,81,GOBCH,51546,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1958,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,10001,90.02,M,TYPE A,OBC,S.R.T.M.U,NA,NA,74.33,GOBCO,51546,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1959,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9524,90.47,M,TYPE A,OPEN,PUNE,NA,NA,81.5,GOPENH,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1960,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9689,90.32,M,TYPE A,OPEN,PUNE,NA,NA,78.17,GOPENH,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1961,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,6192,93.71,M,TYPE A,OPEN,B.A.M.U,NA,NA,83.33,GOPENO,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1962,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,7133,92.8,M,TYPE A,OBC,B.A.M.U,NA,NA,84.17,GOPENO,51546,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1963,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,18752,81.08,M,TYPE A,SC,MUMBAI,NA,NA,74,GSCO,8591,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1964,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,42778,61.03,M,TYPE A,SC,PUNE,NA,NA,75,GSTH,8591,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1965,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,48916,56.88,F,TYPE A,SC,PUNE,NA,NA,63.33,GSTH,8591,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1966,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,11996,87.97,F,TYPE A,OPEN,PUNE,NA,NA,90,LOPENH,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1967,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,9618,90.38,F,TYPE A,OPEN,GONDWANA,NA,NA,74.33,LOPENO,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1968,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,92908,24.17,F,TYPE A,ST,PUNE,NA,NA,50.67,LSTH,8591,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1969,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,71182,42.98,F,TYPE A,ST,GONDWANA,NA,NA,51.33,LSTO,8591,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1970,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,11002,88.96,M,TYPE A,OPEN,PUNE,NA,NA,77.33,PH1H,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1971,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,11332,88.63,M,TYPE C,OPEN,PUNE,NA,NA,88.67,PH2H,0,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1972,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,11503,88.45,M,TYPE C,OPEN,PUNE,NA,DEF3,90.33,PHCH,94500,ROUND-2,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1973,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,17281,82.57,M,TYPE A,OPEN,AMRAVATI,NA,NA,68.67,GOPEN,84500,COUNSELING ROUND,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1974,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,17874,81.96,M,TYPE A,OPEN,PUNE,NA,NA,85,GOPEN,84500,COUNSELING ROUND,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1975,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,18137,81.72,M,TYPE A,OPEN,PUNE,NA,NA,80.67,GOPEN,84500,COUNSELING ROUND,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1976,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,19122,80.7,M,TYPE A,OBC,S.R.T.M.U,NA,NA,79.83,GOPEN,41546,COUNSELING ROUND,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
,1977,MAEERS M.I.T COLLEGE OF ENGINEERING,6148,19193,80.63,M,TYPE A,OPEN,MUMBAI,NA,NA,75.67,GOPEN,84500,COUNSELING ROUND,NO,ELECTRONICS AND TELECOMUNICATION ENGG,INDIAN
